t,S_true,P_true,P_obs
0.0,2.0,0.0,0.022736715073952928
0.2564102564102564,1.757063832637392,0.24293616736260804,0.27295115205128384
0.5128205128205128,1.5213808182612698,0.4786191817387302,0.46940701746396046
0.7692307692307692,1.2944370437627548,0.7055629562372452,0.7240525371012747
1.0256410256410255,1.0781610141094708,0.9218389858905292,0.898992855095391
1.282051282051282,0.8749310564351412,1.1250689435648589,1.1526183763594473
1.5384615384615383,0.687627498050503,1.312372501949497,1.3176501741175544
1.7948717948717947,0.5198477435133022,1.4801522564866978,1.4794923040779564
2.051282051282051,0.37520648047548844,1.6247935195245116,1.6255210062885772
2.3076923076923075,0.2568423315352296,1.7431576684647703,1.7630802160965877
2.564102564102564,0.16632622497158409,1.833673775028416,1.8293805214288115
2.8205128205128203,0.10219533456685231,1.8978046654331477,1.9296831692699459
3.0769230769230766,0.060067051422570183,1.9399329485774297,1.9162469577700947
3.333333333333333,0.03416803555757189,1.965831964442428,1.9990951406147763
3.5897435897435894,0.019040492301534533,1.9809595076984654,1.9912526415702934
3.846153846153846,0.010460734730803029,1.989539265269197,2.002002171664541
4.102564102564102,0.005710879535631753,1.9942891204643682,1.9931476809595825
4.358974358974359,0.0031049342998192425,1.9968950657001807,2.0207827469945916
4.615384615384615,0.0016820047440252682,1.9983179952559746,2.0252528996728656
4.871794871794871,0.0009109439520273491,1.9990890560479726,1.9805257280958295
5.128205128205128,0.0004932701712055854,1.9995067298287945,2.0175851741530546
5.384615384615384,0.0002664487495789654,1.999733551250421,2.0105266387598038
5.6410256410256405,0.00014426404821179,1.9998557359517881,2.0284384004823335
5.897435897435897,7.797441622135667e-05,1.9999220255837786,1.991994523334274
6.153846153846153,4.215735844376212e-05,1.9999578426415563,2.0149074899865056
6.41025641025641,2.2821529030643163e-05,1.9999771784709695,2.0077679211446973
6.666666666666666,1.2376471505403055e-05,1.9999876235284946,2.017274885034298
6.9230769230769225,6.61609975582604e-06,1.9999933839002442,2.0091136558063454
7.179487179487179,3.7463672404428263e-06,1.9999962536327596,2.01840483772787
7.435897435897435,1.921779851690495e-06,1.9999980782201483,2.009366549232548
7.692307692307692,1.0305560645051338e-06,1.9999989694439355,2.010077043164873
7.948717948717948,6.997170368375113e-07,1.9999993002829632,2.0427381318895623
8.205128205128204,3.249895290102831e-07,1.999999675010471,1.9976675992771438
8.46153846153846,9.830839697248598e-08,1.999999901691603,1.990186082390231
8.717948717948717,9.866800808904571e-08,1.999999901331992,2.034317082894884
8.974358974358974,1.7224135973856283e-07,1.9999998277586402,2.0157314075425883
9.23076923076923,9.480786030198835e-08,1.9999999051921398,2.030284205059871
9.487179487179485,4.0503764152883406e-08,1.9999999594962359,1.971693330507016
9.743589743589743,3.117966732675858e-08,1.9999999688203327,2.00489678115228
10.0,3.066936827312763e-08,1.9999999693306316,2.0274589473017124
