t,S_true,P_true,P_obs
0.0,0.5,0.0,0.01200110569064109
0.2564102564102564,0.35852197436991645,0.14147802563008355,0.21944544461908513
0.5128205128205128,0.24372984200825984,0.25627015799174013,0.2684272105186163
0.7692307692307692,0.15676715122732382,0.3432328487726762,0.34044508125187645
1.0256410256410255,0.09569274721441981,0.4043072527855802,0.36588134604376865
1.282051282051282,0.05598714109055147,0.4440128589094485,0.4407408420950996
1.5384615384615383,0.031730152333457814,0.46826984766654217,0.44104038506404475
1.7948717948717947,0.017638811221494622,0.48236118877850537,0.48436607867955905
2.051282051282051,0.009690228129221651,0.49030977187077834,0.49182934315930493
2.3076923076923075,0.005281099983502277,0.4947189000164977,0.5092346521804947
2.564102564102564,0.002870181631350548,0.49712981836864945,0.4682214077894914
2.8205128205128203,0.0015561546993281931,0.4984438453006718,0.4560037982495492
3.0769230769230766,0.0008417867227639456,0.49915821327723603,0.5414557302502899
3.333333333333333,0.00045572568522914,0.4995442743147709,0.49939793405249294
3.5897435897435894,0.00024657004843489926,0.4997534299515651,0.5014462302237234
3.846153846153846,0.00013314407106456477,0.4998668559289354,0.5122276725067421
4.102564102564102,7.22398478962034e-05,0.4999277601521038,0.5015758519586851
4.358974358974359,3.887263500792647e-05,0.4999611273649921,0.49993329265964365
4.615384615384615,2.1224613565253318e-05,0.49997877538643476,0.489523612773361
4.871794871794871,1.1324049220093816e-05,0.4999886759507799,0.48964506298705085
5.128205128205128,6.253595980672575e-06,0.49999374640401933,0.49753932565382614
5.384615384615384,3.3669695204348774e-06,0.4999966330304796,0.49932666994637237
5.6410256410256405,1.7444186092949803e-06,0.4999982555813907,0.485247192614355
5.897435897435897,1.082115072079994e-06,0.4999989178849279,0.5142872778523953
6.153846153846153,5.771389564329438e-07,0.49999942286104354,0.5105077091110026
6.41025641025641,2.2224043649288943e-07,0.4999997777595635,0.49674527069645885
6.666666666666666,1.511228014809715e-07,0.4999998488771985,0.5020749716292621
6.9230769230769225,2.0433784560527382e-07,0.4999997956621544,0.5260739337175159
7.179487179487179,7.67901317378337e-08,0.49999992320986825,0.5383853867863172
7.435897435897435,-7.44369662751726e-08,0.5000000744369663,0.5092460011884327
7.692307692307692,-9.551168230257637e-08,0.5000000955116823,0.4978693187657851
7.948717948717948,2.637739620123235e-08,0.4999999736226038,0.47866333551888823
8.205128205128204,1.7109969235851057e-07,0.49999982890030764,0.46443326660327755
8.46153846153846,9.283532111809794e-08,0.4999999071646789,0.5237689034322006
8.717948717948717,-2.1972277802902274e-07,0.5000002197227781,0.496109303611246
8.974358974358974,-4.220665915230616e-07,0.5000004220665916,0.49836040788126784
9.23076923076923,-3.3052404200223693e-07,0.500000330524042,0.5155248201948431
9.487179487179485,3.671303719264636e-08,0.49999996328696283,0.4686687988481747
9.743589743589743,4.5958890201819944e-07,0.499999540411098,0.5109098704905026
10.0,5.16183897728452e-07,0.49999948381610226,0.482964095298801
